job,cpu_seconds,W,L1,F,Linf,Nmax
V3-gen-lambda-13-0,264.351461,2407,3104,4612,4,2
V3-gen-lambda-13-0,264.729954,2406,3098,4592,4,2
V3-gen-lambda-13-0,265.056062,2406,3090,4576,4,3
V3-gen-lambda-13-0,265.383104,2402,3088,4576,4,3
V3-gen-lambda-13-0,265.71801999999997,2401,3086,4572,4,3
V3-gen-lambda-13-0,358.23657,2400,3110,4660,4,4
V3-gen-lambda-13-0,358.562664,2400,3106,4644,4,4
V3-gen-lambda-13-0,358.89294,2399,3122,4688,4,3
V3-gen-lambda-13-0,359.223695,2397,3112,4652,4,2
V3-gen-lambda-13-0,359.54778300000004,2396,3104,4620,4,2
V3-gen-lambda-13-0,406.48186400000003,2394,3090,4608,4,5
V3-gen-lambda-13-0,406.908118,2391,3080,4584,4,6
V3-gen-lambda-13-0,446.46563299999997,2387,3080,4596,4,2
V3-gen-lambda-13-0,446.84852600000005,2382,3070,4572,4,2
V3-gen-lambda-13-0,447.19487,2381,3066,4556,4,2
V3-gen-lambda-13-0,447.55748500000004,2379,3060,4536,4,2
V3-gen-lambda-13-0,447.91007099999996,2375,3068,4572,4,2
V3-gen-lambda-13-0,448.33246199999996,2371,3064,4564,4,1
V3-gen-lambda-13-0,448.639622,2363,3052,4540,4,1
V3-gen-lambda-13-0,448.97940900000003,2362,3052,4544,4,2
V3-gen-lambda-13-0,449.366833,2358,3054,4560,4,2
V3-gen-lambda-13-0,572.97932,2353,3046,4548,4,2
V3-gen-lambda-13-0,573.293766,2351,3038,4528,4,2
V3-gen-lambda-13-0,635.171292,2349,3038,4524,3,54
V3-gen-lambda-13-0,635.572545,2345,3032,4512,4,1
V3-gen-lambda-13-0,635.995908,2341,3024,4496,4,1
V3-gen-lambda-13-0,636.4514290000001,2338,3010,4456,4,1
V3-gen-lambda-13-0,636.776518,2333,3012,4468,4,1
V3-gen-lambda-13-0,637.166311,2332,3012,4472,4,1
V3-gen-lambda-13-0,637.548933,2328,2994,4420,4,1
V3-gen-lambda-13-0,637.8822369999999,2326,2998,4436,4,1
V3-gen-lambda-13-0,831.07273,2326,2974,4368,4,1
V3-gen-lambda-13-0,907.340759,2325,3000,4464,4,2
V3-gen-lambda-13-0,1189.514787,2318,2996,4464,4,2
V3-gen-lambda-13-0,1753.393152,2315,3002,4480,4,2
V3-gen-lambda-13-0,1765.834673,2312,2956,4344,4,3
V3-gen-lambda-13-0,1766.166281,2304,2940,4312,4,3
V3-gen-lambda-13-0,1766.4855579999999,2299,2936,4312,4,3
V3-gen-lambda-13-0,1766.8886240000002,2295,2940,4336,4,2
V3-gen-lambda-13-0,1767.278736,2292,2942,4348,4,2
V3-gen-lambda-13-0,1767.605138,2279,2922,4312,4,2
V3-gen-lambda-13-0,2027.5473259999999,2279,2910,4272,4,3
V3-gen-lambda-13-0,2027.9628,2274,2910,4288,4,3
V3-gen-lambda-13-0,2282.798751,2272,2904,4268,4,2
V3-gen-lambda-13-0,3584.003593,2267,2916,4328,4,2
V3-gen-lambda-13-0,3584.340477,2265,2912,4316,4,2
V3-gen-lambda-13-0,3584.658473,2264,2908,4300,4,2
V3-gen-lambda-13-0,3585.05536,2263,2906,4296,4,2
V3-gen-lambda-13-0,4840.589209,2261,2900,4284,4,2
V3-gen-lambda-13-0,4840.905133,2258,2902,4296,4,2
V3-gen-lambda-13-0,5708.854095999999,2253,2840,4104,4,2
V3-gen-lambda-13-0,5891.715527,2251,2862,4168,4,2
V3-gen-lambda-13-0,5892.055057,2250,2866,4180,4,2
V3-gen-lambda-13-0,5892.377099,2248,2870,4192,4,1
V3-gen-lambda-13-0,5956.866655000001,2247,2838,4112,4,2
V3-gen-lambda-13-0,5957.191013,2245,2850,4156,4,2
V3-gen-lambda-13-0,6090.678583,2244,2870,4208,4,1
V3-gen-lambda-13-0,6298.07364,2242,2866,4204,4,2
V3-gen-lambda-13-0,6495.923746,2242,2838,4132,4,3
V3-gen-lambda-13-0,6496.252056,2241,2832,4120,4,4
V3-gen-lambda-13-0,6496.592345,2238,2836,4136,4,3
V3-gen-lambda-13-0,6496.907763,2238,2828,4104,4,2
V3-gen-lambda-13-1,0.0,2508,3168,4488,2,660
V3-gen-lambda-13-1,26.622942000000002,2507,3206,4664,3,30
V3-gen-lambda-13-1,27.018791,2502,3192,4628,3,28
V3-gen-lambda-13-1,27.431007,2498,3188,4632,3,32
V3-gen-lambda-13-1,27.872427000000002,2490,3176,4616,3,34
V3-gen-lambda-13-1,28.224795,2486,3178,4632,3,35
V3-gen-lambda-13-1,28.581738,2482,3180,4648,3,36
V3-gen-lambda-13-1,28.971477,2469,3172,4660,3,41
V3-gen-lambda-13-1,29.313312,2464,3168,4660,3,42
V3-gen-lambda-13-1,29.650894,2461,3168,4664,3,41
V3-gen-lambda-13-1,62.643591,2460,3130,4528,3,29
V3-gen-lambda-13-1,63.043048999999996,2459,3134,4536,3,26
V3-gen-lambda-13-1,75.754071,2454,3138,4560,3,27
V3-gen-lambda-13-1,76.083881,2451,3140,4572,3,27
V3-gen-lambda-13-1,76.47701,2450,3136,4560,3,26
V3-gen-lambda-13-1,113.114088,2449,3148,4624,3,39
V3-gen-lambda-13-1,123.824492,2447,3150,4648,4,1
V3-gen-lambda-13-1,124.324892,2443,3146,4656,4,2
V3-gen-lambda-13-1,124.669837,2439,3140,4640,4,2
V3-gen-lambda-13-1,125.040253,2437,3138,4636,4,2
V3-gen-lambda-13-1,125.36770200000001,2436,3150,4672,4,2
V3-gen-lambda-13-1,125.72101,2432,3148,4684,4,2
V3-gen-lambda-13-1,126.04488099999999,2426,3138,4668,4,2
V3-gen-lambda-13-1,126.371753,2419,3126,4640,4,2
V3-gen-lambda-13-1,147.304941,2412,3124,4664,4,3
V3-gen-lambda-13-1,147.645472,2409,3110,4620,4,2
V3-gen-lambda-13-1,147.971083,2407,3106,4612,4,2
V3-gen-lambda-13-1,148.32263899999998,2405,3104,4612,4,2
V3-gen-lambda-13-1,148.689539,2401,3102,4616,4,2
V3-gen-lambda-13-1,149.08551,2399,3106,4632,4,2
V3-gen-lambda-13-1,302.18395499999997,2398,3082,4576,4,2
V3-gen-lambda-13-1,302.499959,2395,3066,4536,4,3
V3-gen-lambda-13-1,302.83764,2389,3062,4532,4,2
V3-gen-lambda-13-1,303.22379700000005,2383,3052,4516,4,1
V3-gen-lambda-13-1,303.549556,2381,3052,4512,4,1
V3-gen-lambda-13-1,303.891717,2378,3050,4508,4,1
V3-gen-lambda-13-1,304.22371400000003,2374,3040,4488,4,1
V3-gen-lambda-13-1,304.55073699999997,2373,3044,4500,4,1
V3-gen-lambda-13-1,471.21147,2371,3046,4508,4,3
V3-gen-lambda-13-1,471.54625799999997,2367,3040,4496,4,3
V3-gen-lambda-13-1,487.003085,2364,3036,4500,4,4
V3-gen-lambda-13-1,487.35575600000004,2358,3036,4516,4,4
V3-gen-lambda-13-1,487.748596,2356,3036,4520,4,4
V3-gen-lambda-13-1,548.736538,2355,3040,4536,4,4
V3-gen-lambda-13-1,549.0805809999999,2355,3034,4520,4,4
V3-gen-lambda-13-1,549.5120400000001,2355,3030,4504,4,3
V3-gen-lambda-13-1,549.869054,2353,3028,4500,4,3
V3-gen-lambda-13-1,550.2098739999999,2352,3050,4568,4,4
V3-gen-lambda-13-1,550.548543,2352,3046,4556,4,4
V3-gen-lambda-13-1,550.870449,2351,3042,4544,4,4
V3-gen-lambda-13-1,650.456369,2349,3036,4532,4,5
V3-gen-lambda-13-1,650.790657,2346,3026,4504,4,5
V3-gen-lambda-13-1,651.1364580000001,2345,3022,4488,4,4
V3-gen-lambda-13-1,651.48747,2343,3028,4520,4,4
V3-gen-lambda-13-1,651.826642,2342,3038,4552,4,5
V3-gen-lambda-13-1,896.3283210000001,2341,3050,4592,4,4
V3-gen-lambda-13-1,896.7367790000001,2340,3050,4592,4,4
V3-gen-lambda-13-1,1008.847126,2338,3018,4504,4,2
V3-gen-lambda-13-1,1009.160356,2338,3010,4472,4,2
V3-gen-lambda-13-1,1009.475101,2338,3000,4444,4,2
V3-gen-lambda-13-1,1009.804263,2337,3002,4444,4,2
V3-gen-lambda-13-1,1254.127457,2335,3032,4556,4,5
V3-gen-lambda-13-1,1260.020825,2333,3008,4476,4,2
V3-gen-lambda-13-1,1260.3448649999998,2329,3006,4476,4,2
V3-gen-lambda-13-1,1260.665845,2328,3002,4464,4,2
V3-gen-lambda-13-1,1260.9799679999999,2327,3000,4460,4,2
V3-gen-lambda-13-1,1261.3088659999999,2325,2996,4460,4,2
V3-gen-lambda-13-1,1261.644085,2324,3002,4476,4,2
V3-gen-lambda-13-1,1713.229524,2320,3002,4488,4,3
V3-gen-lambda-13-1,1713.5458170000002,2316,2998,4480,4,3
V3-gen-lambda-13-1,1865.98829,2312,2962,4376,4,2
V3-gen-lambda-13-1,1866.337099,2310,2964,4380,4,1
V3-gen-lambda-13-1,1866.6576459999999,2310,2956,4356,4,1
V3-gen-lambda-13-1,2123.0540960000003,2309,2932,4284,4,2
V3-gen-lambda-13-1,2123.3941999999997,2307,2930,4284,4,2
V3-gen-lambda-13-1,2133.52963,2306,2998,4508,4,6
V3-gen-lambda-13-1,2133.8506979999997,2306,2990,4480,4,6
V3-gen-lambda-13-1,2249.447004,2305,2984,4456,4,5
V3-gen-lambda-13-1,2249.767986,2301,2978,4452,4,6
V3-gen-lambda-13-1,2250.111578,2297,2982,4476,4,6
V3-gen-lambda-13-1,2250.424214,2295,2986,4496,4,6
V3-gen-lambda-13-1,3558.83505,2295,2966,4428,4,4
V3-gen-lambda-13-1,3559.156463,2293,2964,4428,4,4
V3-gen-lambda-13-1,3832.66482,2289,2946,4384,4,6
V3-gen-lambda-13-1,3863.238084,2285,2938,4360,4,4
V3-gen-lambda-13-1,3863.553427,2284,2936,4352,4,4
V3-gen-lambda-13-1,3863.871608,2280,2930,4344,4,4
V3-gen-lambda-13-1,4213.493876,2280,2908,4268,4,4
V3-gen-lambda-13-1,4213.834306999999,2279,2908,4272,4,4
